RefDes,Name,Pattern,X (mm),Y (mm),Side,Rotate,Value
R13,RES_0805,RES_0805,39,321,31,Bottom,0,750k
R14,RES_0805,RES_0805,44,771,27,25,Top,270,10k
R15,RES_0805,RES_0805,40,371,27,25,Top,90,10k
R16,RES_0805,RES_0805,36,071,27,25,Top,270,174k
R17,RES_0805,RES_0805,38,171,27,25,Top,90,10k
S1,EVPBB,EVPBB,41,471,24,3,Top,180,Reset SW
S2,CJS-1200TA,CJS-1200TA,44,571,4,6,Bottom,270,Boot Mode
U1,TPS54202,SOT23-6,14,2,10,805,Top,180,Buck DC/DC
U2,TAS575xM,TSSOP-48_6.1x12.5mm_P0.5mm,34,302,17,328,Bottom,90,TAS5754M
U3,LT3652EMSE,MSOP-12EP,17,471,34,575,Top,0,Charger
U4,LM74700-Q1,SOT23-6,18,421,18,25,Top,90,Diode Controller
U5,PLT133/10W,PLT133/10W,8,821,7,94,Top,90,SPDIF plug
U6,ESP32-WROVER,ESP32-WROVER-PAD,42,362,10,886,Top,270,ESP32-WROVER
U7,TPS22810,SOT23-6,18,221,23,75,Top,270,Power Switch
